,ra,dec,hwmag,gal_l,gal_b
46,266.46786231959925,-28.763013101458185,16.14895330825757,0.176507650821449,0.04317211734179164
47,266.45582066087456,-28.757590607311446,15.23140280834597,0.17564154706329566,0.05500794115900978
48,266.4464006138942,-28.803289677240794,19.23199763188477,0.13232725511781193,0.0382614048847578
49,266.4136259387625,-28.72521949326661,18.08419632146317,0.18400762561014639,0.1034498958946558
50,266.3793214492808,-28.751009465483147,16.69774295116797,0.1463218830516744,0.11568362175023296
51,266.37729548752213,-28.819435554390953,17.050962026521482,0.08699994932464006,0.08153393420393915
52,266.4580995810268,-28.812390525389375,14.90139865058368,0.12989507961302915,0.02477084327184133
53,266.3570169245649,-28.709628231421732,16.34709622140928,0.17144006514767382,0.1539462409922814
54,266.3911889065202,-28.893682101688544,16.97294534567828,0.029976217319324743,0.032453242915031176
55,266.36190505039036,-28.850613202100867,18.964520215074078,0.053365372457979544,0.07678703633257333
56,266.4285274110134,-28.706577883716047,18.83536202528468,0.20672801843430674,0.10200486900663766
57,266.4103262175435,-28.919668137777546,19.15161119908608,0.016525909867743646,0.0046139728105161135
58,266.36844406262173,-28.77986809547124,18.243066626117173,0.11672360163281535,0.10877829904727397
59,266.3197177146084,-28.668812888051775,17.22966913005568,0.18920209017927248,0.2031500929323293
60,266.42383977319645,-28.893997803749553,20.22653363290797,0.044600572881383554,0.00788886677581139
61,266.45831834127,-28.707257236436494,18.53045718514757,0.21975491045411308,0.07934431027880064
62,266.4044010758418,-28.860980282130786,17.98152077781797,0.06391601027068325,0.039619054975203724
63,266.34623018078975,-28.876869475676624,17.215859498085575,0.023802971160778064,0.07481107994138896
64,266.50734047556404,-28.782727440661695,18.15815429109108,0.17768266910061772,0.0033637081759039645
65,266.3765406365675,-28.69933104319723,16.854575387806282,0.18915443548676353,0.14470065167127003
66,266.4235893846335,-28.823362120663138,16.226577509041483,0.10478245988744984,0.044869796788245875
67,266.45451289636424,-28.834152294770984,19.00088698382548,0.10967957276445975,0.016123172897109884
68,266.32643499837974,-28.69459814069228,17.413957666772482,0.1702763630387741,0.1846723095876628
69,266.3377657395399,-28.842040614776717,17.54059002764037,0.04965528330831754,0.09929913325025108
70,266.2213401054431,-28.83642440452673,18.85463580748557,0.0012159027833720311,0.1892232884371834
71,266.48270704020814,-28.78373357145872,17.897207742427682,0.1655885011698777,0.0212764940116388
72,266.3593717752849,-28.84838284561719,17.81261508898277,0.05411183029190458,0.07984328880663623
73,266.470688308201,-28.77299191411415,19.02713480520357,0.16927707119035024,0.03586240268537773
74,266.4726201111101,-28.798441839897784,18.53544257165108,0.1484284546445385,0.021168847872773636
75,266.38629880428806,-28.74681764120746,17.518175559395083,0.15308763238465534,0.11264758212819
76,266.32799263928854,-28.854074711691055,18.90838885777797,0.03492290809885746,0.10032659466128094
77,266.3783815476391,-28.88806632847797,16.88598685750608,0.028924868725722797,0.04495009585834253
78,266.46783173646503,-28.818414772339967,18.53676956942157,0.12919092485148576,0.014354173109330579
79,266.30419270823023,-28.81809074366526,18.66734435088628,0.054746444677139065,0.13688542473585727
80,266.4422881971377,-28.696547897694415,16.476796706514772,0.22157655312230112,0.09692469395741884
81,266.48632109983953,-28.818332354686277,18.211760665006878,0.13769330857765583,0.0005650499961656471
82,266.3103087944459,-28.857518591773342,17.06974875220117,0.023905348343589112,0.11174401294321641
83,266.2546063576948,-28.745321989758107,18.94071773289268,0.09413415600512486,0.21193691860058594
84,266.4038996866947,-28.82734318896046,17.27746659990548,0.09239763505334066,0.05752002028707363
85,266.4071596215107,-28.70441781416137,17.902161281481483,0.19880864245765764,0.11912796910284287
86,266.43721770727547,-28.736891364096582,15.432446828840481,0.18481977727692142,0.07971096675022116
87,266.24741014359205,-28.846531629318438,16.28866577060608,0.004522984387573397,0.1644702352398143
88,266.3476133832312,-28.781481583542703,16.673576081023175,0.10582793302236326,0.12351677306053374
89,266.2894281058466,-28.85139975659787,18.28538118297357,0.019582591046130908,0.1305380690654131
90,266.4031958331847,-28.79532939484496,18.31075388084357,0.1194011410555584,0.07472685041165891
91,266.42379981146286,-28.709537010066388,17.90168889662528,0.2020422077315486,0.10400310450758044
92,266.45769791871777,-28.81802222170569,14.96464444962868,0.12490366865018056,0.022139175075986183
93,266.2266217553439,-28.808708838196004,14.91855459339348,0.027267308860265852,0.19975405188275172
94,266.3291213008518,-28.732501783795787,17.971094300475972,0.13916558333313866,0.1628923858273865
95,266.3887273146443,-28.880778135572893,17.191622214124372,0.03986619277701928,0.04101747619564343
96,266.2937039739739,-28.74445216239112,19.21460973167357,0.112769013826216,0.1831516086515185
97,266.4770489172189,-28.73775021278053,16.80356842605597,0.20227051450129527,0.04944567000160076
98,266.29298542928655,-28.806345976575738,16.78709390376148,0.05964164707266546,0.1513908163024609
99,266.2827147354913,-28.689013458573616,18.24582793005648,0.15503052677799278,0.22030427265304842
100,266.28841192017774,-28.856961935085728,13.823405286181572,0.014373408163913366,0.12839458364120562
101,266.42441566450947,-28.82847119084249,18.173886115385482,0.10079831250492143,0.04159058957631692
102,266.46341785161036,-28.84760121458753,19.201762510731083,0.10225842309682587,0.0024613148258279035
103,266.27462170663813,-28.833961220997047,15.859013568399572,0.02768862641344119,0.1507025525892971
104,266.3967566982466,-28.679006447068687,18.65937513758288,0.2157431087175986,0.14015746262433595
105,266.38048915718866,-28.914517230234694,19.310799743650083,0.00731266745980146,0.029588858676107107
106,266.3861743737583,-28.860935335669833,18.44982448045917,0.05563615396616962,0.05326669134078076
107,266.23097530650404,-28.778787590952508,18.098769016616483,0.05477597479268674,0.21212823612424794
108,266.495940937385,-28.776275008212288,18.80802342709397,0.17799390904602727,0.015253460032000454
109,266.4667100953437,-28.710228786705276,15.35683615436317,0.2210496397220953,0.07151321599904453
110,266.3626534506218,-28.84094068263898,19.088695986338085,0.06196119437020979,0.08127026636236682
111,266.41707678862565,-28.8460674332803,18.87990915822068,0.0824291471180177,0.03791211102625168
112,266.41686836026713,-28.818237443961316,18.712278911882883,0.10608948060184933,0.05256580054019415
113,266.3620634502198,-28.900925395338618,16.68509853110357,0.01050376270292814,0.05043896745027076
114,266.2892456439379,-28.681633836086018,14.74403948008397,0.16431559230072643,0.21926828424394826
115,266.29635986187253,-28.798018317055963,19.524883526407883,0.06828864028835838,0.1532139060364504
116,266.3110018525621,-28.812001641144153,17.48781554486037,0.06305380454563866,0.13497259236973483
117,266.4087129688358,-28.78230850623924,18.91339849203877,0.13303430330706212,0.0773839391476416
118,266.3421762752174,-28.64967801210036,15.936840760260681,0.2158068103249168,0.19631554867935755
119,266.3624332954076,-28.872709243140083,19.16227283780608,0.034750873803772356,0.06487275804103242
120,266.31565247335527,-28.825155615729877,14.54280632716437,0.05395733817737863,0.1246340968138509
121,266.4051414898507,-28.91622727449676,17.588524044836372,0.017098383404063645,0.010280331297139211
122,266.3737676189843,-28.912529032128553,18.704825583780483,0.005942664312530522,0.03564641312316281
123,266.3942128196783,-28.732605217726146,18.06859958883037,0.1688338185867459,0.11413178350302339
124,266.4107232097535,-28.821223229782746,19.514584088276678,0.10073599109857682,0.05560598607923361
125,266.2513633108417,-28.733175552374618,17.23113914987237,0.10300891203411999,0.22070399307369357
126,266.4616630011362,-28.738541601796385,17.353299251006277,0.1945719727587774,0.06055241655702665
127,266.25435446661294,-28.811345218169354,15.85888657263168,0.037708771248535375,0.17765385741043418
128,266.40585973908725,-28.93450879530934,18.63643551401808,0.001821899624753237,0.0002186094070140725
129,266.4403309623879,-28.80120408554635,17.94601829862228,0.13133798022046328,0.0438881492493604
130,266.2608354410092,-28.727166061260235,18.45856933757008,0.11247094853641543,0.21675740505016713
131,266.38870252004546,-28.89210215359323,18.73585024507648,0.03019019894896207,0.03513453132916177
132,266.40173335857855,-28.751809273008874,19.37082355989568,0.15587891802291026,0.09849698129624997
133,266.3819387699446,-28.82767300110928,17.47860655553268,0.08209017704669921,0.07376872388925221
134,266.3317979369606,-28.76561213138503,15.030559610884369,0.11213925647242148,0.14362103388060338
135,266.3666195623434,-28.897236382715498,18.40850887255157,0.01573124414426653,0.04895829261766888
136,266.3854771039655,-28.794337719871717,20.22653363290797,0.11215590229238345,0.08849648865437511
137,266.5174815360334,-28.739479526164626,17.91628955466037,0.2192418930418301,0.01827159415126739
138,266.4488296425819,-28.835338873431677,16.40220046658277,0.10607420836544768,0.019755788358580044
139,266.28306742317517,-28.71209823804553,18.726733023879568,0.13550040178104075,0.2079923965800871
140,266.28147686813656,-28.741474509083567,18.25539167145268,0.10971427290735233,0.19385045602971895
141,266.313574160433,-28.87317959160126,14.026023227587082,0.012036350542093028,0.10113401847395873
142,266.4742856187636,-28.71511629860295,18.154642795647884,0.22033515008849353,0.06329613020652151
143,266.46880171585104,-28.75027037740001,18.19343454837317,0.18781632360093434,0.04910248326091425
144,266.35004508824574,-28.774230320858287,18.33627001704468,0.11312676746580856,0.12547912476233777
145,266.34067003492663,-28.8987223360641,18.05287951463888,0.0026179315146994783,0.06756936247560809
146,266.4701024139722,-28.746142199785197,18.31765791199568,0.19193469424928195,0.0502777895099224
147,266.3998149296213,-28.820721786952262,19.12025346878077,0.09618449855613562,0.06402459978458384
148,266.3773717115853,-28.76668281956439,15.86410543701328,0.13205496577111325,0.10897307843720351
149,266.4757957541829,-28.805842900129292,17.32675798547677,0.14355763786343037,0.014940308437300362
150,266.4904021012078,-28.732484015443802,15.85641335335028,0.21286121363140822,0.04218859782563376
151,266.4673592825674,-28.791156585887663,14.978670868495572,0.152248820872472,0.028897681304226968
152,266.43606107236303,-28.776294540357693,18.565093734924773,0.15065402535740696,0.06005539206198473
153,266.4303400708285,-28.884434995826645,18.19174248587328,0.055728194655879505,0.008011491306746703
154,266.3377043269861,-28.804722372714416,17.98916333218357,0.08146883609410326,0.11880696811092667
155,266.39169377275664,-28.679505984562514,15.98273182784208,0.2130021104598074,0.1436882061271198
156,266.45610173995186,-28.85805858927088,16.54459776254528,0.08999395282286936,0.002487773410168973
157,266.21420785288353,-28.81641765260813,18.50300451121488,0.01501200855490552,0.2050024847548714
158,266.2238188541297,-28.811907958869547,18.71203004419037,0.02325643893327471,0.20017739752255984
159,266.48375831088407,-28.782355557472883,20.00638999084597,0.1672447129438344,0.02120694946498848
160,266.38299653330205,-28.66469365995054,18.126103528674083,0.22166712779986575,0.15792027575349568
161,266.45789363806716,-28.736981584049488,17.221371404823174,0.19418314182539098,0.06418643320267559
162,266.51436492514114,-28.770104860430774,17.092403612933975,0.19166566251740033,0.004672768631098394
163,266.4795884914117,-28.72510318733405,19.61884588127028,0.21422842880910545,0.05412699207506857
164,266.3813261046087,-28.7524882743341,16.62329876624128,0.14597583997548544,0.11341294872825115
165,266.40553880532644,-28.896779058829964,16.42019957228628,0.033879438487144954,0.020116503208519695
166,266.343989705176,-28.645258434041978,17.94107494030548,0.22040781996266356,0.19726228750514938
167,266.4357429847662,-28.795030195652412,15.40887355197597,0.13451466807875928,0.05053573409553032
168,266.4319565581132,-28.712903278517164,19.016497043227677,0.20289481981091692,0.09614288909599614
169,266.37105656895153,-28.663009391486213,19.026352307157282,0.21764376931874543,0.16773918185221645
170,266.3955342433718,-28.86938251421639,19.47737514367837,0.05269838456252635,0.041868670805844235
171,266.50445809981113,-28.732184877170006,16.879516674330766,0.2195303356156845,0.03181909135126175
172,266.3858129639826,-28.913293562687507,17.81320883044928,0.010785822166053352,0.026249422522146175
173,266.40646511675016,-28.761094521016602,17.858797897299173,0.15011497286016595,0.0901184108815749
174,266.42464171932323,-28.718123316689773,16.969838253787568,0.195097327948152,0.09890029542985097
175,266.3570277624221,-28.69010890797155,19.15099576209268,0.18810152126212795,0.16411492320064433
176,266.4793413984664,-28.745911711851374,17.976444803671573,0.19634796103008909,0.0434813009112555
177,266.3127799036414,-28.755041441402977,18.718071956427078,0.11246146684581886,0.16335907427695573
178,266.3822266566046,-28.755154346515933,17.266618541312372,0.1441119965099077,0.11134961006001234
179,266.4735776756791,-28.734673093824714,18.13650068466228,0.20331357401717398,0.053646264429915956
180,266.3816272548094,-28.873505068881816,18.08190076790608,0.04283316449344424,0.05011409068645051
181,266.4951666706179,-28.781300131402237,19.31257392057088,0.17334962923899228,0.013218006154271595
182,266.39366857488295,-28.742964237745777,19.357067291345484,0.15974378732606823,0.10914092482419879
183,266.3920491582618,-28.690696648916315,17.24870640295348,0.2036135043856047,0.1375904380111595
184,266.32863313728706,-28.663780034519032,18.19198274940157,0.19757643577256462,0.19910106787433454
185,266.3594126267862,-28.831552462712235,18.23626446429248,0.06849251898046668,0.08858739020697164
186,266.5236461191096,-28.764020451401148,16.57226986032128,0.20109427374866937,0.0008896997723190368
187,266.4699061948472,-28.803128439702046,18.81074406054277,0.14318891574211232,0.02075980916158377
188,266.2856075678799,-28.866080980599968,17.909161477415573,0.005312914872828017,0.12573058415391836
189,266.5086096446297,-28.747302439600357,19.158201259834883,0.20851413031790314,0.02084482732086204
190,266.4437206998335,-28.872144234557997,17.665371216623573,0.0723226162809622,0.004410184845179469
191,266.5132507148248,-28.755080061018067,19.18644199439348,0.2039889340787389,0.013323525871619637
192,266.4200200675348,-28.861495279663814,14.91057409489477,0.07060286070695318,0.027674781297852686
193,266.377637381465,-28.728170095938854,17.15408293353397,0.16504395104857772,0.1288480799237226
194,266.2341306727642,-28.808036989229823,18.48276115594388,0.031276680335836395,0.19449406511106174
195,266.4742234514219,-28.82343420420897,16.57226986032128,0.12782028185702282,0.006959865621785865
196,266.509728783941,-28.733908219605997,17.215859498085575,0.22046327132629828,0.026975575200878052
197,266.2541075570185,-28.802737792178775,17.434388730222082,0.04493691784632231,0.1823324259514903
198,266.3575276865963,-28.793261895221804,19.34581340895188,0.10030616945115046,0.10996003624510278
199,266.2972850720422,-28.70200152943712,18.986833728775682,0.15062089784460755,0.20262389114824952
200,266.3211924324575,-28.80763395263803,14.462614718346371,0.0714382067020895,0.12963311112345324
201,266.2166787376549,-28.784030983634242,19.708538536058878,0.04375961583344244,0.2200746803154405
202,266.3648651031618,-28.685084860758327,18.963184812260682,0.19597319822984952,0.16086713783861206
203,266.3854168571218,-28.85693291976392,18.638145416697572,0.05870627147914188,0.05591883656301437
204,266.31694026234516,-28.80025186879093,13.91433769120628,0.07579264436071295,0.13666288285658656
205,266.32296756204477,-28.826359736843784,18.73002363089157,0.0562730862941036,0.11853833003026322
206,266.4197166230199,-28.83967935521074,17.455425830382772,0.0890865777174735,0.03926605054067216
207,266.3390179090874,-28.703589086008588,15.75184623269888,0.16836142549064625,0.17056597164134854
208,266.3589303988526,-28.84524631066239,18.48276115594388,0.05658679463476892,0.08180845556295076
209,266.3960188249998,-28.69595940256351,16.28248644760357,0.20093636538499102,0.13187596003073535
210,266.38280698161367,-28.69605401153772,18.12896419831888,0.19481605158592963,0.1417176850198899
211,266.3106524052135,-28.73791570997426,16.226577509041483,0.12609889481318864,0.17388486081023394
212,266.3200698480946,-28.887571337883138,19.02875529398237,0.0027251385898108523,0.08877379127465673
213,266.3567021715098,-28.860982122672088,16.445822604298883,0.04214140500475873,0.07526967206194582
214,266.3405005699897,-28.668981821877004,18.84471101970037,0.19856869940386715,0.18750362259214923
215,266.30189679666665,-28.67939364439459,18.19891068068608,0.17201822594251717,0.21096912819560457
216,266.4704114117083,-28.73411884307772,18.632437224558082,0.20234158495868473,0.05630532883519618
217,266.36982537344284,-28.896976265886945,16.64467159233108,0.01741631412189702,0.04669875767578786
218,266.3853864494391,-28.838666096345023,17.15408293353397,0.0742822723903521,0.06546168810667462
219,266.33097415483377,-28.882317425441617,16.09449154078388,0.012187836012654935,0.08336823138712757
220,266.36625844220225,-28.80965592723191,16.04044386329588,0.09030491259162712,0.094884464422048
221,266.3753133300462,-28.73567875251312,13.67289997753357,0.15757370721001782,0.12667351383340295
222,266.34766980231115,-28.855297707843178,18.137429178933285,0.04286724073883104,0.08498383714500593
223,266.331844169228,-28.679039271160867,17.63516659990548,0.18602637793222546,0.18873867190099028
224,266.4038197022573,-28.83278140145805,18.44982448045917,0.08771942371890401,0.054746317925824434
225,266.3311909513496,-28.87579847714777,19.28185130807637,0.017848909267745454,0.08660629325546049
226,266.32422824033404,-28.882212855171314,18.37324672320917,0.009196134623775004,0.08846246078169526
227,266.43346615110903,-28.88686243318359,18.835103892057482,0.055081601564529646,0.004410607583906937
228,266.33019435628864,-28.6449450591522,17.353299251006277,0.21436129821443223,0.20775584576019582
229,266.31074785728356,-28.652799460785676,18.563289187185973,0.19875802832753778,0.21821876746423569
230,266.43217028208744,-28.835782708052147,16.833058492361573,0.0980952809302022,0.03198323802600921
231,266.2935699072585,-28.813439876750646,15.82858181778237,0.05385743470906789,0.14725211906507388
232,266.41387138013584,-28.860798402134428,17.73197820414437,0.06839244471020657,0.03263437997809278
233,266.39591337539434,-28.84910948145078,17.356212119004372,0.070174414616418,0.05214946321743269
234,266.426013939182,-28.863003178991207,18.45740721341108,0.07205006408930394,0.022408395169941163
235,266.23602788413507,-28.786596873104177,17.63131694164148,0.050429049178301856,0.20427332726367525
236,266.317062038516,-28.844573847326036,18.33942411731397,0.03803480211093227,0.11345078850896366
237,266.34059301173784,-28.762483616242495,15.099252856064771,0.11882949453274996,0.13867429502926729
238,266.4178032308275,-28.72709806582528,19.492648380130078,0.18431243431577998,0.09934441047283728
239,266.4599712650875,-28.833049318379704,16.48042759558868,0.11311084709337434,0.01261501012517641
240,266.33305153951375,-28.890746494336803,18.568677129387076,0.005944661920364764,0.0774200804743615
241,266.32761817122525,-28.799458913056135,18.38929427269268,0.08135008693668616,0.1290932218018314
242,266.2667788791337,-28.732189283043876,16.887513578956682,0.11090728964053503,0.20968984088487508
243,266.3491926904973,-28.770268214134358,18.927313804734275,0.11611803867429751,0.12818261863621566
244,266.24721281475024,-28.839838137796683,18.37194605672037,0.010141265007196164,0.168112747321687
245,266.2823520623349,-28.737461997583804,18.36036994788628,0.11353747331092036,0.19529005085542797
246,266.2692945959989,-28.72380172752628,18.69718515379668,0.11921300823059004,0.21218659191080338
247,266.39924530771714,-28.719926662681125,18.785062203428772,0.18195465873741595,0.11697178933911193
248,266.4808991222481,-28.7274048654145,16.612847430612366,0.21286130561015407,0.0519476232069704
249,266.42511607440565,-28.87552157786714,18.40456233294848,0.06095443387958838,0.016558988917909467
250,266.41270331212485,-28.742838768295737,18.95678574988288,0.16854674284602986,0.09496136367527806
251,266.3975161518373,-28.736539946427815,19.72337002553797,0.1669848933254381,0.10960922170759357
252,266.38468719815495,-28.731034668543625,17.52668260034068,0.16582125457194902,0.12207915625451983
253,266.2833326493818,-28.862711535553196,18.23890866761728,0.007147313387392887,0.1291885302288537
254,266.3820623170421,-28.874354247367197,16.07021511333757,0.04230700766411343,0.04934636227542103
255,266.2212273345839,-28.828252171062402,17.71725033366868,0.008133052364768231,0.19357630292388678
256,266.4030003203356,-28.91455881001745,19.94204722162437,0.0175459288695789,0.012749390211503793
257,266.4669226603722,-28.803046751537728,17.537687729414284,0.14189766951336105,0.02303456530972956
258,266.3934051942946,-28.859022247721445,19.122396187012374,0.06056917192320671,0.048858836160339196
259,266.30747559705924,-28.871620625993348,17.76687425468237,0.010580151362557565,0.10650344599299809
260,266.38851396743524,-28.7768184772903,18.36045391489677,0.12849501383953515,0.09535520963041018
261,266.462916227592,-28.803940094628217,18.04127678313557,0.1393072438561731,0.02556697450129561
262,266.3059622802886,-28.664399720568284,18.82955795973517,0.1866706938705997,0.2157492184315269
263,266.3212151785869,-28.778108842295467,14.43979174151997,0.0966386609850115,0.14501730086456285
264,266.44014701581904,-28.82434781412004,15.95969809161317,0.11149638389803512,0.031973058874738995
265,266.33695113360164,-28.80728312282791,18.81738245533237,0.07893969589895419,0.11803463033698251
266,266.2884695402313,-28.834411431604178,18.56467904804308,0.03363597532238785,0.14011991091318812
267,266.23785329450794,-28.843672386832207,16.04044386329588,0.002590038409290193,0.17310240762928888
268,266.34804468516154,-28.85593049586453,18.441539746885972,0.04249849814010589,0.08437371011989317
269,266.3165123309162,-28.66185480793094,17.77858066637237,0.19367133609301856,0.20917929287620235
270,266.40778777679463,-28.81376744822503,18.38324518295248,0.10575997572493977,0.06168570582131032
271,266.4730630438334,-28.75183871921134,18.95799776584717,0.1884220110622889,0.04509618765782059
272,266.41444615633225,-28.723705765486507,15.498628521223681,0.185674434705309,0.10362452566991844
273,266.4822760723751,-28.73927071340322,17.28742133086317,0.20335777463999413,0.044740742428818155
274,266.3175489322622,-28.783631947453205,17.22241396886117,0.09025030755751474,0.1448777207789017
275,266.519587862065,-28.742073609562514,18.14275039749328,0.2179871986173257,0.015344853317120646
276,266.20764788260675,-28.79506203419208,18.936625576483078,0.030218732885839795,0.2210606075894386
277,266.4452317858922,-28.8250323373556,18.36528631265488,0.11323185582454803,0.02781353794910715
278,266.3785818852664,-28.791800524597026,18.51727500275508,0.11117181201155624,0.09497595546808422
279,266.2986580663501,-28.8665096183659,18.628754457117573,0.010911387711765164,0.11575751932070007
280,266.2694775790908,-28.799497706632806,14.978670868495572,0.05473191261455604,0.17253634193190096
281,266.3427991074018,-28.88478476549804,17.66888112521037,0.015482406369998687,0.07324705456570568
282,266.44766798768154,-28.8546065081961,18.84868824019408,0.08909502958138091,0.01059147616615218
283,266.3350994645653,-28.86214563966406,18.409788416443973,0.031282981239372044,0.0908064820226866
284,266.38791956536596,-28.852663152705436,19.108580381619568,0.06349271979174484,0.05627330388431894
285,266.3495995550377,-28.770386350622246,18.617920240138883,0.11620319510418249,0.12781670001653078
286,266.3335155513714,-28.77426285016871,18.66754921853008,0.10554348770765978,0.13782466981262956
287,266.3016532003161,-28.697127017059348,18.90868029968788,0.15677848980865788,0.20189875725814996
288,266.2646674926238,-28.823433245769557,18.16922799848628,0.03211627193552029,0.163636314792938
289,266.3135862026558,-28.685017794264787,19.532647347368478,0.17257048291169816,0.1992861344115289
290,266.30494126544403,-28.782021942096655,17.38323251044277,0.085859027674313,0.1551447295200223
291,266.2900736978043,-28.74330546188598,18.77210240847397,0.11208620916581695,0.18646519505889708
292,266.2657540158577,-28.82798066588506,19.057460983701283,0.028734572942387793,0.16045051306297783
293,266.3425260814249,-28.82233454895709,18.475317274375882,0.06864435191998455,0.10601748740848023
294,266.45956685949227,-28.80251343667013,18.41536387981317,0.13899728050438553,0.028815574120620177
295,266.30570476772056,-28.82701059492091,17.35586121836608,0.04782808636761333,0.13110137206307082
296,266.2907514557637,-28.684530115842705,18.517724875108684,0.16253432522779887,0.21662997197730663
297,266.22571794753264,-28.779882502489137,18.151312398212372,0.05143551869871654,0.21548587599300342
298,266.2554484375039,-28.73975797843013,17.583255513046772,0.09926511881168053,0.2142122060643705
299,266.26929905925897,-28.742867484910683,19.45605727064528,0.10295290627800506,0.20223090694995086
300,266.20200549977733,-28.806599338625013,15.601213944595079,0.017797955092611183,0.21924864096322128
301,266.2238230869744,-28.826478405088636,17.74084075461328,0.010833467729777375,0.1925636260321034
302,266.4336902687375,-28.78300097893005,18.43571828133968,0.14384670523682536,0.058336478362496835
303,266.38428204250744,-28.682326439313684,16.62489689384437,0.20720624062613052,0.14776787614558867
304,266.2777776244735,-28.792636512557806,19.12811731990077,0.06438094641001554,0.16991354051908794
305,266.4427945390818,-28.769756824663308,17.704167372639972,0.15930891998058413,0.0584215349443766
306,266.3582175720254,-28.771692357039356,16.97365934645968,0.11902744700850931,0.12068970399507806
307,266.4077032816391,-28.702676394875468,19.214996279013572,0.20054348158826177,0.1196282454170163
308,266.43460813404687,-28.884345704610016,15.378306507361172,0.05775081843404784,0.0048677863792613105
309,266.24053507740416,-28.828283386414377,18.982173204689573,0.016940825025198586,0.17913541607219155
